age,ARPU,best_action,rewards
37,74.82149140173132,1,[ 0 25  0]
30,119.77354160751045,0,[10  0  0]
54,45.504411596989804,2,[ 0 25  0]
32,115.6791338697015,0,[10  0  0]
34,114.07847056816661,0,[10  0  0]
35,73.62411325657254,1,[10 25  0]
25,123.50429106313382,0,[0 0 0]
42,31.401378965457784,2,[0 0 0]
35,73.87923863865616,1,[ 0 25  0]
32,73.63967761000477,1,[0 0 0]
37,74.00799216517152,1,[10  0  0]
31,116.16921634340467,0,[10  0  0]
36,77.00012601250454,1,[ 0 25  0]
52,46.88922926595289,2,[0 0 0]
34,70.76394212198201,1,[0 0 0]
26,121.73259177129464,0,[10  0  0]
50,30.615054951386433,2,[0 0 0]
36,72.79668296641397,1,[ 0 25  0]
34,72.88294092987012,1,[ 0 25  0]
28,121.57417702699897,0,[10 25  0]
42,25.280288861178963,2,[0 0 0]
50,21.65256934012801,2,[0 0 0]
24,121.37956554309228,0,[0 0 0]
36,77.2128777133122,1,[0 0 0]
44,20.781848648988763,2,[  0   0 100]
28,123.13534515140518,0,[10 25  0]
34,84.0052305813692,1,[ 0 25  0]
48,27.138675014571962,2,[0 0 0]
24,130.1479625054053,0,[0 0 0]
22,120.30143844632615,0,[10  0  0]
20,117.06471166320136,0,[10  0  0]
27,129.62750048748617,0,[10  0  0]
18,115.26751843162766,0,[10  0  0]
36,78.42785417387323,1,[0 0 0]
43,24.995355621241014,2,[0 0 0]
40,30.321582193599845,2,[0 0 0]
42,25.733835907979252,2,[0 0 0]
24,121.12353461858122,0,[10 25  0]
44,29.044021807423466,2,[  0   0 100]
36,74.39704614085339,1,[0 0 0]
37,77.8073172540424,1,[10  0  0]
50,40.16363820020511,2,[ 10   0 100]
27,123.51505064376195,0,[10  0  0]
44,26.89084932366243,2,[  0   0 100]
36,73.74001387252929,1,[ 0 25  0]
51,36.87824212035419,2,[0 0 0]
22,121.07773414510004,0,[10 25  0]
70,175.1002747681722,2,[0 0 0]
30,121.40556121129117,0,[10  0  0]
37,73.41638353584725,1,[0 0 0]
26,123.00160284319435,0,[10  0  0]
36,74.58780552261263,1,[10 25  0]
20,122.09226720486417,0,[10  0  0]
23,122.68273551508136,0,[10  0  0]
42,29.347094897914904,2,[0 0 0]
31,75.34242083558578,1,[  0   0 100]
35,67.69026242869168,1,[0 0 0]
29,136.0440527761688,0,[10  0  0]
43,31.53869456607264,2,[0 0 0]
35,69.61876579364538,1,[ 0 25  0]
39,68.8560514786717,1,[0 0 0]
37,71.49918376201083,1,[ 0 25  0]
45,20.314047198636597,2,[  0   0 100]
38,43.06216304117803,2,[10  0  0]
44,23.334347846806693,2,[0 0 0]
22,121.09310738770334,0,[0 0 0]
35,83.07366470571401,1,[ 0 25  0]
36,46.85142902381487,2,[0 0 0]
34,73.19986746093579,1,[0 0 0]
26,127.289071954436,0,[10 25  0]
45,19.73511704351418,2,[  0   0 100]
29,84.54159557076724,2,[  0   0 100]
43,28.285525598274,2,[0 0 0]
37,43.53361860483034,2,[0 0 0]
34,75.0369914542682,1,[0 0 0]
35,74.55887564214166,1,[ 0 25  0]
53,34.02058535333792,2,[  0   0 100]
21,124.56857246344632,0,[0 0 0]
25,121.32238142741286,0,[10  0  0]
19,125.0738356750838,0,[ 10   0 100]
45,17.576623859847388,2,[  0   0 100]
19,120.37579716052353,0,[10  0  0]
48,24.146553272602194,2,[  0   0 100]
37,74.36528971810475,1,[0 0 0]
37,71.52624596712498,1,[0 0 0]
25,126.28359040157808,0,[10  0  0]
33,74.94068933359063,1,[ 0 25  0]
33,76.36297745218096,1,[0 0 0]
29,128.9239438725079,0,[10  0  0]
45,23.919154079725686,2,[0 0 0]
47,30.11945612993022,2,[  0   0 100]
37,76.79092203212572,1,[ 0 25  0]
37,39.33499535921968,2,[0 0 0]
41,28.989938713667343,2,[  0   0 100]
50,32.77370936879677,2,[0 0 0]
33,55.823774006031385,2,[0 0 0]
25,130.05452641800474,0,[10  0  0]
35,75.77801373626005,1,[10  0  0]
46,26.017583139011265,2,[0 0 0]
43,22.170442041094237,2,[10  0  0]
35,75.6593945000107,1,[0 0 0]
54,52.35008931034392,2,[0 0 0]
35,74.51236295108444,1,[0 0 0]
24,120.2537816845459,0,[10  0  0]
24,124.2706977748433,0,[10  0  0]
29,123.01896657011493,0,[10 25  0]
40,76.01641713233302,1,[ 0 25  0]
27,122.5469333654547,0,[10  0  0]
44,22.856771700994795,2,[  0   0 100]
47,26.321127530639597,2,[0 0 0]
54,43.33502044827418,2,[0 0 0]
46,28.515140031687455,2,[ 10  25 100]
33,123.1242833392175,0,[10  0  0]
45,23.694271947160946,2,[0 0 0]
33,77.73355953496566,1,[ 0 25  0]
35,81.525882706074,1,[ 10  25 100]
34,79.28876722797891,1,[0 0 0]
41,27.469511034963766,2,[0 0 0]
36,78.239527327753,1,[0 0 0]
33,62.205332489945334,2,[0 0 0]
54,44.95968450831067,2,[0 0 0]
25,122.56013447886852,0,[10 25  0]
22,129.85829071789863,0,[10  0  0]
29,124.65176842810779,0,[10 25  0]
32,113.11949964915988,0,[10 25  0]
28,126.78568983045226,0,[10  0  0]
32,116.78564782004304,0,[10  0  0]
38,70.11113563744665,1,[0 0 0]
53,44.45661901019235,2,[0 0 0]
30,123.17112631186085,0,[10  0  0]
21,126.32779404567924,0,[10  0  0]
37,74.20626934719995,1,[  0   0 100]
31,120.64211139847795,0,[10  0  0]
25,124.40001356935576,0,[10  0  0]
34,75.40261043020233,1,[ 0 25  0]
38,77.38059222742294,1,[0 0 0]
43,25.46971378361427,2,[0 0 0]
52,43.248500282675714,2,[0 0 0]
44,28.15330648349193,2,[0 0 0]
28,126.96104854058295,0,[10  0  0]
37,72.21099776822429,1,[0 0 0]
20,125.2824644579887,0,[10  0  0]
25,125.21399693525491,0,[10  0  0]
37,76.50125338236022,1,[ 0 25  0]
25,128.44048672836837,0,[10  0  0]
46,21.337288170454585,2,[  0   0 100]
19,120.0727015943118,0,[10  0  0]
46,30.28414767783294,2,[0 0 0]
42,28.69623956991323,2,[0 0 0]
46,17.597644367298408,2,[  0   0 100]
37,107.92230111221436,0,[10 25  0]
30,77.04573693634828,1,[0 0 0]
31,118.91158985141548,0,[0 0 0]
27,120.04910496231825,0,[10  0  0]
33,77.1019987123542,1,[ 0 25  0]
38,70.47497680613513,1,[10 25  0]
35,79.44528173364453,1,[  0  25 100]
47,22.559060960548713,2,[  0   0 100]
35,73.26368045061113,1,[ 0 25  0]
36,49.642491900111565,2,[0 0 0]
29,123.15441849231968,0,[10 25  0]
36,73.62180115314187,1,[ 0 25  0]
55,46.89281840984042,2,[  0   0 100]
49,29.469158846604063,2,[0 0 0]
44,26.37600118394894,2,[  0   0 100]
21,128.73118062161018,0,[10  0  0]
39,78.04488006012951,1,[ 0 25  0]
49,26.18700603615809,2,[0 0 0]
21,124.74086842375083,0,[10  0  0]
36,75.44641260996438,1,[0 0 0]
21,126.87192819712114,0,[10  0  0]
31,73.77253541784815,1,[ 0 25  0]
40,22.258610351600566,2,[0 0 0]
45,26.127548515906486,2,[0 0 0]
49,32.11017772477076,2,[0 0 0]
34,80.00057237567327,1,[0 0 0]
36,75.21186889553506,1,[ 0 25  0]
36,74.23133933883076,1,[0 0 0]
27,123.43113918093967,0,[10  0  0]
22,126.6895640152741,0,[10  0  0]
35,116.63742757613575,0,[10 25  0]
35,75.88013626686087,1,[0 0 0]
49,27.97151187563518,2,[0 0 0]
38,32.7980382655072,2,[10  0  0]
36,46.29949034586129,2,[0 0 0]
26,126.85716760245265,0,[10  0  0]
29,119.2948109517768,0,[10  0  0]
35,77.38590220353188,1,[ 0 25  0]
42,23.387170726883287,2,[  0   0 100]
35,72.49499711754036,1,[ 0 25  0]
37,80.42957891893668,1,[0 0 0]
35,43.41894154980017,2,[  0   0 100]
27,121.83429085529802,0,[10  0  0]
43,30.729263464792023,2,[  0   0 100]
36,76.52637657347144,1,[0 0 0]
28,122.6085155216621,0,[10  0  0]
51,34.70799600624885,2,[  0   0 100]
36,77.0757424014616,1,[0 0 0]
51,37.45884014724031,2,[0 0 0]
27,130.67944527060774,0,[0 0 0]
21,125.73080718011218,0,[10  0  0]
27,127.88004965938907,0,[10  0  0]
35,49.9216107435742,2,[0 0 0]
36,78.6760001709012,1,[ 0 25  0]
50,25.038089568524054,2,[  0   0 100]
27,123.88546324942331,0,[10  0  0]
37,75.3719255537682,1,[0 0 0]
37,71.59164314219571,1,[10  0  0]
35,74.74555715507077,1,[10  0  0]
45,26.835461502324037,2,[ 10   0 100]
49,26.78573475661104,2,[ 0 25  0]
36,78.195148418737,1,[0 0 0]
35,73.97235422355887,1,[0 0 0]
35,119.61516891580182,0,[10  0  0]
34,74.61189617587468,1,[10  0  0]
46,26.74815786896301,2,[0 0 0]
28,126.13769297885365,0,[10  0  0]
43,24.65050771676646,2,[0 0 0]
23,130.97575678131415,0,[0 0 0]
57,60.781082615331314,2,[ 0 25  0]
22,124.9670278252504,0,[10 25  0]
26,119.31840278743226,0,[10  0  0]
37,75.59988981198845,1,[ 0 25  0]
45,22.670096309207224,2,[  0   0 100]
29,122.46986039018303,0,[10  0  0]
21,114.7219403521543,0,[10  0  0]
51,36.141362286840845,2,[10  0  0]
36,76.25407735692639,1,[ 0 25  0]
36,75.90468089039985,1,[  0  25 100]
38,82.84518510625144,1,[ 0 25  0]
45,28.147625878635985,2,[0 0 0]
33,73.60661131745448,1,[0 0 0]
36,76.67121468969256,1,[ 0 25  0]
36,78.41841810306416,1,[ 0 25  0]
34,72.68839241638557,1,[0 0 0]
50,31.963546944729103,2,[0 0 0]
36,72.78020755423495,1,[10 25  0]
34,71.9965104129573,1,[10 25  0]
47,32.509169564315215,2,[0 0 0]
40,32.85727161868689,2,[  0   0 100]
21,124.64948891848562,0,[10  0  0]
21,119.14729930493151,0,[0 0 0]
24,123.93026639104137,0,[10  0  0]
36,75.2395816591046,1,[10  0  0]
28,131.26140283337665,0,[10  0  0]
47,22.905479656423335,2,[  0   0 100]
37,73.91081565277868,1,[ 0 25  0]
23,123.70162609139471,0,[10  0  0]
44,21.76043807296866,2,[0 0 0]
47,27.156508328765735,2,[10  0  0]
35,44.20695872957491,2,[0 0 0]
35,75.84916811762378,1,[0 0 0]
19,122.02211464179629,0,[10  0  0]
50,34.072687384627194,2,[0 0 0]
22,120.94667415346917,0,[10  0  0]
41,26.671712890700753,2,[0 0 0]
46,23.78352072153852,2,[0 0 0]
48,28.302351375279397,2,[  0   0 100]
36,112.43124555923337,0,[10  0  0]
30,120.42464261269915,0,[10  0  0]
42,26.19246027485897,2,[0 0 0]
22,128.45415925144803,0,[10  0  0]
28,125.46212263093093,0,[10  0  0]
45,30.274518332849155,2,[10  0  0]
22,124.39431853741081,0,[10  0  0]
35,75.39566137731978,1,[0 0 0]
36,73.13595994819137,1,[ 0 25  0]
33,62.27199056517229,2,[0 0 0]
33,68.02058847010879,1,[0 0 0]
28,126.76986700457388,0,[10  0  0]
30,119.28272055892812,0,[10  0  0]
49,34.43774747488749,2,[0 0 0]
39,75.08595809536494,1,[ 0 25  0]
34,79.66052915578611,1,[0 0 0]
35,52.25881684461651,2,[0 0 0]
54,48.57294448276935,2,[ 0 25  0]
32,127.1087688501975,0,[10  0  0]
24,124.07817015486242,0,[10  0  0]
37,75.1721556717028,1,[0 0 0]
45,21.995070968655853,2,[10  0  0]
28,126.79169121578862,0,[10  0  0]
42,23.826679049342076,2,[0 0 0]
37,66.27443256554791,1,[0 0 0]
34,82.42732475536549,1,[ 0 25  0]
45,24.624035817307984,2,[0 0 0]
36,76.35725378215349,1,[0 0 0]
34,75.93974164111297,1,[0 0 0]
20,127.46252001020662,0,[10  0  0]
51,32.57050345511438,2,[0 0 0]
37,71.98491374455907,1,[ 0 25  0]
36,74.6892210180905,1,[10 25  0]
52,30.29784664042699,2,[10  0  0]
41,28.043014619369703,2,[0 0 0]
36,76.20275453527324,1,[0 0 0]
33,73.52955140942139,1,[0 0 0]
20,123.20296254429284,0,[10  0  0]
32,77.12770266299428,1,[ 0 25  0]
33,73.13225171298096,1,[0 0 0]
33,64.90912378815838,2,[ 0 25  0]
28,122.06814161252329,0,[10  0  0]
49,30.53240762989599,2,[  0  25 100]
33,76.15875010728604,1,[0 0 0]
41,31.62012019170672,2,[0 0 0]
34,76.17010149977305,1,[10 25  0]
35,76.16919986279855,1,[ 0 25  0]
34,71.71680865620448,1,[10 25  0]
47,23.057697146212767,2,[  0   0 100]
39,31.991317443564274,2,[0 0 0]
29,122.19315494415244,0,[10  0  0]
31,120.34092909352998,0,[10  0  0]
27,117.33095262578641,0,[10 25  0]
35,44.45040199713558,2,[10  0  0]
35,76.60347183278041,1,[0 0 0]
34,76.84815835216048,1,[ 10  25 100]
22,129.54813258555888,0,[10  0  0]
24,120.99544953837737,0,[10  0  0]
47,26.258333930902474,2,[0 0 0]
27,128.9842732436876,0,[10  0  0]
35,73.03684872888961,1,[0 0 0]
34,71.3265297110001,1,[ 0 25  0]
35,78.77271457620768,1,[0 0 0]
26,122.36059196537343,0,[10  0  0]
26,121.7373458280223,0,[10  0  0]
23,126.42219212568007,0,[10  0  0]
37,73.5460216079861,1,[0 0 0]
38,75.09906557522767,1,[10 25  0]
46,32.118869775900436,2,[0 0 0]
32,71.19524687437247,1,[ 0 25  0]
23,130.6939049711148,0,[10  0  0]
36,76.9226433309075,1,[ 0 25  0]
37,72.43975863550567,1,[0 0 0]
34,72.52712949695064,1,[ 0 25  0]
34,76.59817507443259,1,[ 0 25  0]
28,125.38441048698544,0,[10  0  0]
47,34.76859220796531,2,[0 0 0]
31,124.87242543935054,0,[10  0  0]
49,29.23152252901209,2,[0 0 0]
36,76.52895680507243,1,[0 0 0]
57,59.552791930852834,2,[0 0 0]
34,81.01695480365713,1,[ 0 25  0]
36,74.03267293207661,1,[  0  25 100]
36,73.40416618081694,1,[ 0 25  0]
48,30.11488354839556,2,[0 0 0]
41,26.12300624933752,2,[0 0 0]
38,45.166340989527605,2,[10  0  0]
28,118.05431175132894,0,[10  0  0]
26,127.54007476761701,0,[10 25  0]
33,119.41911403814255,0,[10  0  0]
46,24.556109049894864,2,[ 0 25  0]
35,76.04835854067365,1,[ 0 25  0]
21,124.96723161938334,0,[10  0  0]
24,119.56166059024689,0,[10  0  0]
47,16.154033125371477,2,[  0   0 100]
43,28.806182927877327,2,[0 0 0]
44,30.972876866877186,2,[  0   0 100]
36,78.59352554997206,1,[ 0 25  0]
39,76.89455596554271,1,[ 0 25  0]
31,68.46813825718644,1,[ 0 25  0]
37,72.92115136458257,1,[ 0 25  0]
33,65.98575798700553,2,[0 0 0]
46,18.231059004243214,2,[0 0 0]
40,35.05892278126394,2,[0 0 0]
37,75.66843868797335,1,[0 0 0]
36,40.673567889877916,2,[0 0 0]
40,27.49118675238133,2,[10  0  0]
23,119.71075548343138,0,[10  0  0]
38,104.10155516526844,0,[10  0  0]
36,74.36418587564447,1,[ 0 25  0]
30,121.64482865889659,0,[10  0  0]
23,117.80103200690132,0,[10  0  0]
30,120.30423217208731,0,[ 0 25  0]
25,126.63325700779387,0,[10 25  0]
29,122.28081970040755,0,[10  0  0]
29,120.9875899161965,0,[10  0  0]
41,25.21197138481345,2,[  0   0 100]
48,24.8710006816014,2,[  0   0 100]
34,76.36266239349841,1,[10 25  0]
31,76.61117275838585,1,[0 0 0]
23,127.80744654435405,0,[10  0  0]
46,28.918497110372673,2,[0 0 0]
19,122.49559368521437,0,[10  0  0]
34,76.68190664827694,1,[ 0 25  0]
36,75.48875273368486,1,[0 0 0]
33,70.83229119836804,1,[ 0 25  0]
32,126.06767823124285,0,[0 0 0]
24,126.73172763805563,0,[10  0  0]
37,71.03101648168926,1,[ 0 25  0]
48,23.261715842057026,2,[ 0 25  0]
53,39.29169517027264,2,[0 0 0]
22,120.08858820668293,0,[10 25  0]
20,124.46154829704967,0,[10  0  0]
37,77.87266767174572,1,[ 0 25  0]
47,32.94138667307512,2,[  0   0 100]
43,24.748532784624324,2,[  0   0 100]
37,75.99329330887754,1,[  0  25 100]
23,126.21418891327846,0,[10 25  0]
30,72.92507503706567,1,[ 0 25  0]
32,75.57806959354508,1,[ 0 25  0]
20,121.79786188307185,0,[10  0  0]
21,122.84125933098598,0,[10  0  0]
37,79.7235804154027,1,[  0   0 100]
48,34.618754308289695,2,[0 0 0]
47,26.99897147142983,2,[0 0 0]
28,117.96853061751663,0,[10  0  0]
35,74.61284623309069,1,[0 0 0]
39,75.5603082162871,1,[0 0 0]
40,31.5554390315179,2,[0 0 0]
39,76.20733471349078,1,[ 0 25  0]
31,120.30710354737414,0,[10  0  0]
31,115.95780189092893,0,[10  0  0]
20,120.60685220430737,0,[10  0  0]
34,75.32343874438735,1,[0 0 0]
33,75.33087615840476,1,[10 25  0]
44,29.116125519857608,2,[  0   0 100]
21,123.15844316147171,0,[10  0  0]
28,116.60018889797858,0,[10  0  0]
44,26.7358062974498,2,[  0   0 100]
47,23.215256618366897,2,[  0   0 100]
38,72.67193641132033,1,[ 0 25  0]
21,123.22808636107085,0,[10  0  0]
35,77.5971531792103,1,[0 0 0]
32,75.32099085564607,1,[0 0 0]
36,77.01615926336214,1,[ 0 25  0]
30,119.95247790542928,0,[10  0  0]
33,71.93056005476701,1,[0 0 0]
33,115.22935800903495,0,[10 25  0]
36,74.27691245546926,1,[ 0 25  0]
21,117.38378613970805,0,[10 25  0]
38,75.74446690847458,1,[0 0 0]
42,30.575094729708958,2,[  0   0 100]
23,122.89364106347463,0,[10  0  0]
19,119.42668562022031,0,[10  0  0]
47,21.632745542540217,2,[0 0 0]
29,123.7326324756371,0,[10  0  0]
27,124.95651298440488,0,[10  0  0]
26,128.7392838356024,0,[10  0  0]
37,75.10146966365772,1,[ 0 25  0]
48,26.43666158066298,2,[0 0 0]
40,31.47451166886985,2,[  0   0 100]
29,74.62898932952568,1,[ 0 25  0]
50,29.41637663284134,2,[10  0  0]
34,77.6542724804225,1,[10 25  0]
19,124.4535731921975,0,[10  0  0]
35,74.34977913047567,1,[ 0 25  0]
53,48.363770376217786,2,[0 0 0]
26,118.12957026729498,0,[10  0  0]
29,120.11323000968592,0,[10  0  0]
36,75.23324992452031,1,[ 0 25  0]
19,125.40750422462743,0,[10  0  0]
33,76.85848200015593,1,[ 0 25  0]
47,30.6058912169006,2,[0 0 0]
37,75.22852633980229,1,[0 0 0]
22,123.17982017668172,0,[10  0  0]
34,75.32824300355337,1,[10  0  0]
22,132.13943576708058,0,[10  0  0]
23,123.95183060328462,0,[10  0  0]
25,121.93302040715955,0,[10  0  0]
34,79.06261620155071,1,[10 25  0]
32,116.37584416006739,0,[10  0  0]
47,30.117637170702345,2,[10  0  0]
44,20.006516908172273,2,[0 0 0]
36,40.97952154550066,2,[0 0 0]
28,122.83179673471952,0,[10 25  0]
36,68.02514173931722,1,[10  0  0]
27,124.23872283327242,0,[10  0  0]
31,118.19423576995534,0,[10  0  0]
45,27.310363274679837,2,[0 0 0]
49,24.172687298696253,2,[0 0 0]
47,27.12016708741907,2,[0 0 0]
32,73.78205682431849,1,[10 25  0]
44,21.779044008327418,2,[0 0 0]
37,70.58463604524863,1,[0 0 0]
35,77.70244376849979,1,[ 0 25  0]
23,115.12641600994762,0,[10  0  0]
31,119.25290543737728,0,[10  0  0]
28,126.8325531547294,0,[10  0  0]
19,122.1882634699888,0,[10  0  0]
45,27.53650403675683,2,[0 0 0]
31,76.26955866029326,1,[ 0 25  0]
34,71.08172766912861,1,[ 0 25  0]
48,31.025875810712144,2,[  0   0 100]
33,120.68667424207871,0,[10  0  0]
45,23.256641410682175,2,[  0   0 100]
38,77.29333470457098,1,[ 0 25  0]
28,111.58001726339062,0,[10  0  0]
43,28.173811929548044,2,[  0   0 100]
36,74.45715173108549,1,[0 0 0]
24,121.0734271356534,0,[10 25  0]
30,124.63383694777299,0,[10  0  0]
21,114.61233986323103,0,[10  0  0]
53,43.300552090420666,2,[0 0 0]
46,24.750403033971615,2,[0 0 0]
25,124.59071102434042,0,[10  0  0]
59,78.78019373389745,2,[10  0  0]
33,72.17109673744451,1,[ 0 25  0]
34,78.62077234300429,1,[0 0 0]
54,46.6021394450049,2,[0 0 0]
24,123.32030431221156,0,[10  0  0]
28,120.37036173833572,0,[10  0  0]
58,70.92511348624593,2,[0 0 0]
48,28.555921172791237,2,[0 0 0]
60,76.75217911781277,2,[0 0 0]
41,32.399564211587965,2,[  0   0 100]
48,26.300743345196942,2,[ 0 25  0]
19,117.63553847908166,0,[10  0  0]
34,75.91083265353012,1,[0 0 0]
49,29.267947971257335,2,[0 0 0]
35,76.90420351304581,1,[ 0 25  0]
31,75.8448715517338,1,[0 0 0]
32,121.07227527178412,0,[10  0  0]
27,123.68914599816958,0,[10  0  0]
21,122.96881158314143,0,[10  0  0]
48,33.42484420857253,2,[0 0 0]
23,127.06783023051923,0,[10  0  0]
25,129.993929331193,0,[10  0  0]
46,22.53054524147783,2,[0 0 0]
37,75.12794316193715,1,[ 0 25  0]
55,52.524389738774545,2,[0 0 0]
31,73.55850219393837,1,[0 0 0]
45,21.24449682632799,2,[0 0 0]
25,127.22258172338833,0,[10  0  0]
54,45.64306024871937,2,[0 0 0]
51,33.07875472931534,2,[0 0 0]
23,124.78888482455511,0,[10 25  0]
32,63.9665589626827,2,[0 0 0]
31,74.04459335536589,1,[0 0 0]
20,123.79236439049538,0,[10  0  0]
33,78.56248400411687,1,[ 10   0 100]
37,74.01139724822487,1,[0 0 0]
35,77.784442456568,1,[ 0 25  0]
22,124.4298573558049,0,[10  0  0]
20,126.9395440339842,0,[10  0  0]
36,69.99457794577515,1,[10  0  0]
37,41.26369205598839,2,[10  0  0]
34,69.42933930097212,1,[10 25  0]
47,25.27449764236249,2,[0 0 0]
33,75.10486565475364,1,[ 0 25  0]
52,38.4201339508801,2,[0 0 0]
33,109.47434601133577,0,[10  0  0]
32,72.93944215314627,1,[ 0 25  0]
22,130.57053307436857,0,[10  0  0]
27,124.92016164570593,0,[10  0  0]
30,123.0914509385371,0,[10  0  0]
39,37.76823445092664,2,[0 0 0]
24,121.06592154110395,0,[10  0  0]
43,29.725843963588137,2,[0 0 0]
55,51.49906876442842,2,[0 0 0]
37,77.66171277930117,1,[0 0 0]
34,82.66167215590592,1,[ 0 25  0]
33,67.23130077225807,1,[0 0 0]
35,69.75141981399844,1,[0 0 0]
20,117.05396498519785,0,[10  0  0]
26,121.40580733077638,0,[10  0  0]
24,123.24338134800614,0,[10  0  0]
58,61.40256199831579,2,[  0   0 100]
32,117.2040620072054,0,[10 25  0]
32,76.03324186742479,1,[0 0 0]
34,119.99805579592393,0,[10  0  0]
47,35.77587836175587,2,[0 0 0]
42,27.95663411509096,2,[0 0 0]
36,71.50966771970772,1,[ 0 25  0]
31,71.81141138094534,1,[ 0 25  0]
40,77.32320063601459,1,[0 0 0]
29,121.5388973265911,0,[10  0  0]
35,76.59096615056836,1,[ 0 25  0]
33,76.40615633075592,1,[0 0 0]
23,128.33569658630188,0,[10  0  0]
57,61.982982964731534,2,[  0   0 100]
42,24.217555522026732,2,[0 0 0]
34,77.90219246204788,1,[ 0 25  0]
37,75.78514354151989,1,[0 0 0]
39,37.52334496891521,2,[0 0 0]
24,131.96797543523158,0,[10  0  0]
34,74.48819186081275,1,[0 0 0]
27,118.51304861803096,0,[10  0  0]
46,27.034722771511294,2,[0 0 0]
27,125.13201482336727,0,[10  0  0]
47,27.03543766579055,2,[  0   0 100]
34,74.76528729115664,1,[0 0 0]
38,67.48659598214724,1,[  0   0 100]
35,119.40874137551856,0,[10  0  0]
41,26.673184993073253,2,[0 0 0]
48,27.370331758270314,2,[10  0  0]
46,18.78971199973207,2,[0 0 0]
36,76.77745312149055,1,[ 0 25  0]
49,22.592097370799223,2,[10  0  0]
39,81.05139712114126,1,[ 0 25  0]
34,75.01598074722227,1,[ 0 25  0]
34,116.58093786954625,0,[10  0  0]
28,133.10710415081567,0,[0 0 0]
34,73.5951314903395,1,[ 0 25  0]
30,131.32583296032485,0,[10  0  0]
46,24.683410461538163,2,[0 0 0]
29,113.68447851687252,0,[10  0  0]
22,124.63540510560006,0,[10  0  0]
47,26.201399447312962,2,[10  0  0]
35,73.77476436326468,1,[0 0 0]
28,124.52529295274974,0,[10  0  0]
25,121.68345959434241,0,[10  0  0]
32,83.94551526775902,1,[0 0 0]
31,120.08750784426853,0,[0 0 0]
53,36.433485476065,2,[  0   0 100]
35,78.119808734527,1,[0 0 0]
45,26.287885355108074,2,[0 0 0]
44,26.537591655041265,2,[  0   0 100]
43,29.852265444617487,2,[0 0 0]
38,78.40374579804288,1,[ 0 25  0]
36,71.78473133400497,1,[ 0 25  0]
61,83.2906691840586,2,[0 0 0]
34,80.47567075892972,1,[ 0 25  0]
37,74.12196673426622,1,[0 0 0]
36,74.13477152593707,1,[0 0 0]
20,132.4543881664486,0,[10 25  0]
38,76.19452064501576,1,[0 0 0]
49,30.327744500396115,2,[0 0 0]
23,116.96655743835296,0,[0 0 0]
36,73.6684877912436,1,[ 0 25  0]
23,127.07256547408343,0,[ 0 25  0]
48,29.362427136246563,2,[10  0  0]
24,120.80466057567621,0,[10  0  0]
38,37.737526520366316,2,[  0   0 100]
33,70.04560054770423,1,[0 0 0]
21,120.90340669677582,0,[10  0  0]
47,30.289398300360986,2,[0 0 0]
34,76.56206469592712,1,[0 0 0]
34,72.03159885440682,1,[0 0 0]
35,75.06899972127744,1,[ 0 25  0]
21,128.34299310238677,0,[10  0  0]
54,38.983442468874024,2,[  0   0 100]
24,124.14916482089158,0,[10 25  0]
39,71.68607761602536,1,[0 0 0]
27,120.40243955567385,0,[10  0  0]
35,72.4143437950923,1,[0 0 0]
31,121.44020286303592,0,[10  0  0]
34,72.78705634337148,1,[10  0  0]
34,80.41817429268033,1,[ 0 25  0]
50,31.68363131549139,2,[0 0 0]
36,78.7184325611552,1,[0 0 0]
35,72.35102182701326,1,[ 0 25  0]
35,72.53708163196116,1,[0 0 0]
45,23.99009173704136,2,[0 0 0]
53,35.80280491450099,2,[10  0  0]
39,29.933418328682137,2,[10  0  0]
46,23.417943855368275,2,[  0   0 100]
45,23.910550767937174,2,[0 0 0]
54,42.699095550095954,2,[0 0 0]
33,121.1198516560417,0,[10  0  0]
22,127.10494050685853,0,[10  0  0]
20,119.35608050537523,0,[10  0  0]
41,26.636281175354867,2,[  0   0 100]
19,115.87073314115388,0,[10  0  0]
48,22.058957862822293,2,[0 0 0]
37,76.3517209854114,1,[0 0 0]
27,122.46123606577476,0,[10  0  0]
21,122.14107592066314,0,[10  0  0]
36,73.13887492341144,1,[10  0  0]
48,27.940173284835502,2,[0 0 0]
47,18.885046101142397,2,[  0  25 100]
35,78.94033495137623,1,[10  0  0]
27,124.06739907646158,0,[10  0  0]
39,34.176454791371285,2,[  0   0 100]
24,124.73431300263667,0,[10  0  0]
25,125.18249213191854,0,[10  0  0]
35,77.9683159893244,1,[10  0  0]
25,118.75833078701231,0,[10  0  0]
22,117.3726005490599,0,[10  0  0]
41,29.14327540032548,2,[ 0 25  0]
33,71.92399396888587,1,[ 0 25  0]
42,24.39808979475116,2,[0 0 0]
28,129.26863096807472,0,[10  0  0]
46,23.628628839306227,2,[0 0 0]
18,117.31802750913597,0,[ 10   0 100]
25,125.97593721527723,0,[10  0  0]
36,72.76605801850707,1,[ 0 25  0]
35,73.78259092775143,1,[0 0 0]
34,73.08935405303542,1,[ 0 25  0]
45,24.1091605720971,2,[0 0 0]
18,117.09218835415022,0,[10  0  0]
23,129.50313183868164,0,[10  0  0]
34,79.26887198527376,1,[0 0 0]
38,72.24927346198182,1,[0 0 0]
38,70.64396738513078,1,[ 0 25  0]
45,25.27429862856901,2,[0 0 0]
46,28.029735480333883,2,[ 10   0 100]
